"year";"age";"qx";"lx";"dx";"ex"
1946;101;0,43335;55;24;1,72
1946;102;0,4493;31;14;1,65
1946;103;0,46467;17;8;1,59
1946;104;0,4794;9;4;1,53
1946;105;0,49346;5;2;1,48
1946;106;0,50682;2;1;1,43
1946;107;0,51945;1;1;1,39
1946;108;0,53136;1;0;1,36
1946;109;0,54252;0;0;1,33
1946;110;1;0;0;1,31
1947;0;0,05949;1e+05;5949;66,18
1947;1;0,00467;94051;439;69,36
1947;2;0,0021;93612;197;68,68
1947;3;0,00189;93415;176;67,82
1947;4;0,00168;93239;157;66,95
1947;5;0,00135;93082;126;66,06
1947;6;0,00099;92956;92;65,15
1947;7;0,00111;92864;103;64,21
1947;8;0,00062;92762;58;63,28
1947;9;0,00082;92704;76;62,32
1947;10;0,00064;92628;59;61,37
1947;11;0,00099;92569;92;60,41
1947;12;0,00066;92477;61;59,47
1947;13;0,00101;92417;94;58,51
1947;14;0,00078;92323;72;57,57
1947;15;0,00119;92251;110;56,61
1947;16;0,00134;92142;123;55,68
1947;17;0,00137;92019;126;54,75
1947;18;0,00149;91893;137;53,83
1947;19;0,00154;91756;141;52,91
1947;20;0,00184;91615;169;51,99
1947;21;0,00176;91446;161;51,08
1947;22;0,00187;91285;171;50,17
1947;23;0,00208;91114;189;49,27
1947;24;0,00231;90925;210;48,37
1947;25;0,00241;90716;219;47,48
1947;26;0,00216;90497;196;46,59
1947;27;0,0023;90301;208;45,69
1947;28;0,00236;90093;213;44,8
1947;29;0,00257;89881;231;43,9
1947;30;0,00286;89650;257;43,01
1947;31;0,00241;89393;215;42,14
1947;32;0,00244;89177;217;41,24
1947;33;0,00263;88960;234;40,34
1947;34;0,00268;88726;238;39,44
1947;35;0,00275;88489;243;38,54
1947;36;0,00283;88246;250;37,65
1947;37;0,00298;87996;262;36,76
1947;38;0,00285;87734;250;35,86
1947;39;0,00322;87484;282;34,96
1947;40;0,00333;87203;291;34,08
1947;41;0,00376;86912;327;33,19
1947;42;0,00346;86585;300;32,31
1947;43;0,00403;86285;348;31,42
1947;44;0,00393;85937;337;30,55
1947;45;0,00439;85600;376;29,67
1947;46;0,00478;85224;407;28,79
1947;47;0,00503;84817;427;27,93
1947;48;0,0062;84390;524;27,07
1947;49;0,00598;83867;501;26,23
1947;50;0,0066;83365;551;25,39
1947;51;0,00701;82815;581;24,55
1947;52;0,00756;82234;622;23,72
1947;53;0,00918;81612;749;22,9
1947;54;0,00928;80863;751;22,11
1947;55;0,00902;80112;723;21,31
1947;56;0,01031;79389;818;20,5
1947;57;0,01106;78571;869;19,71
1947;58;0,01226;77702;952;18,92
1947;59;0,01385;76749;1063;18,15
1947;60;0,01497;75686;1133;17,4
1947;61;0,01775;74553;1324;16,66
1947;62;0,01938;73229;1419;15,95
1947;63;0,01975;71810;1418;15,26
1947;64;0,0216;70392;1520;14,55
1947;65;0,02309;68872;1591;13,86
1947;66;0,02597;67281;1747;13,18
1947;67;0,02866;65534;1878;12,52
1947;68;0,03263;63656;2077;11,87
1947;69;0,03291;61579;2026;11,25
1947;70;0,03827;59552;2279;10,62
1947;71;0,04391;57273;2515;10,02
1947;72;0,04903;54758;2685;9,46
1947;73;0,05319;52073;2770;8,92
1947;74;0,06073;49303;2994;8,4
1947;75;0,06471;46309;2997;7,91
1947;76;0,07265;43312;3147;7,42
1947;77;0,07745;40166;3111;6,96
1947;78;0,09047;37055;3352;6,5
1947;79;0,09763;33703;3290;6,1
1947;80;0,10934;30412;3325;5,71
1947;81;0,11698;27087;3169;5,35
1947;82;0,13443;23918;3215;4,99
1947;83;0,14953;20703;3096;4,69
1947;84;0,15846;17607;2790;4,42
1947;85;0,16089;14817;2384;4,16
1947;86;0,19363;12433;2407;3,86
1947;87;0,19002;10026;1905;3,67
1947;88;0,20885;8121;1696;3,41
1947;89;0,22144;6425;1423;3,18
1947;90;0,26805;5002;1341;2,94
1947;91;0,2555;3661;935;2,84
1947;92;0,28418;2726;775;2,64
1947;93;0,30235;1951;590;2,49
1947;94;0,3207;1361;437;2,35
1947;95;0,33913;925;314;2,22
1947;96;0,35753;611;218;2,11
1947;97;0,37578;393;148;2
1947;98;0,39378;245;97;1,9
1947;99;0,41142;149;61;1,82
1947;100;0,4286;87;37;1,74
1947;101;0,44526;50;22;1,66
1947;102;0,4613;28;13;1,6
1947;103;0,47668;15;7;1,54
1947;104;0,49135;8;4;1,49
1947;105;0,50527;4;2;1,44
1947;106;0,51841;2;1;1,39
1947;107;0,53077;1;1;1,35
1947;108;0,54235;0;0;1,32
1947;109;0,55316;0;0;1,29
1947;110;1;0;0;1,28
1948;0;0,05053;1e+05;5053;67,63
1948;1;0,00448;94947;426;70,21
1948;2;0,00223;94522;211;69,53
1948;3;0,00172;94311;162;68,68
1948;4;0,0013;94149;122;67,8
1948;5;0,00111;94027;105;66,89
1948;6;0,00093;93922;87;65,96
1948;7;0,00072;93835;68;65,02
1948;8;0,00083;93768;78;64,07
1948;9;0,00069;93690;65;63,12
1948;10;0,00071;93625;67;62,16
1948;11;0,00071;93558;66;61,21
1948;12;0,00058;93492;55;60,25
1948;13;9e-04;93437;84;59,29
1948;14;0,00083;93353;77;58,34
1948;15;0,00087;93276;82;57,39
1948;16;0,00093;93195;87;56,44
1948;17;0,00105;93108;98;55,49
1948;18;0,00106;93011;99;54,55
1948;19;0,0014;92912;130;53,6
1948;20;0,00141;92782;131;52,68
1948;21;0,00163;92651;151;51,75
1948;22;0,00173;92500;160;50,83
1948;23;0,00162;92340;150;49,92
1948;24;0,00159;92191;147;49
1948;25;0,0021;92044;193;48,08
1948;26;0,00193;91850;177;47,18
1948;27;0,00208;91673;191;46,27
1948;28;0,00214;91483;196;45,36
1948;29;0,00197;91287;180;44,46
1948;30;0,00173;91107;158;43,55
1948;31;0,00208;90949;189;42,62
1948;32;0,00193;90760;175;41,71
1948;33;0,00255;90585;231;40,79
1948;34;0,00216;90354;195;39,89
1948;35;0,002;90159;180;38,98
1948;36;0,00227;89978;204;38,06
1948;37;0,00245;89774;220;37,14
1948;38;0,00242;89555;217;36,23
1948;39;0,00344;89338;307;35,32
1948;40;0,00285;89031;254;34,44
1948;41;0,00315;88777;279;33,53
1948;42;0,00345;88497;305;32,64
1948;43;0,00353;88192;312;31,75
1948;44;0,00428;87881;376;30,86
1948;45;0,00416;87505;364;29,99
1948;46;0,00399;87141;348;29,11
1948;47;0,00495;86794;430;28,23
1948;48;0,00584;86364;504;27,37
1948;49;0,0057;85860;489;26,52
1948;50;0,00628;85370;536;25,67
1948;51;0,0071;84835;603;24,83
1948;52;0,00725;84232;611;24,01
1948;53;0,00819;83621;685;23,18
1948;54;0,00829;82937;687;22,37
1948;55;0,00938;82249;772;21,55
1948;56;0,01016;81478;828;20,75
1948;57;0,01027;80650;828;19,96
1948;58;0,01212;79821;967;19,16
1948;59;0,01319;78854;1040;18,39
1948;60;0,01564;77814;1217;17,63
1948;61;0,01453;76597;1113;16,9
1948;62;0,01768;75484;1335;16,14
1948;63;0,01961;74150;1454;15,42
1948;64;0,02061;72695;1498;14,72
1948;65;0,02316;71197;1649;14,02
1948;66;0,02499;69548;1738;13,34
1948;67;0,02885;67810;1957;12,67
1948;68;0,03354;65853;2208;12,03
1948;69;0,03369;63644;2144;11,43
1948;70;0,03937;61500;2422;10,81
1948;71;0,04132;59079;2441;10,23
1948;72;0,0466;56637;2639;9,65
1948;73;0,05314;53998;2869;9,1
1948;74;0,06228;51129;3184;8,58
1948;75;0,06384;47945;3061;8,12
1948;76;0,0691;44884;3101;7,64
1948;77;0,07945;41783;3320;7,17
1948;78;0,0871;38463;3350;6,75
1948;79;0,09478;35113;3328;6,34
1948;80;0,09956;31785;3165;5,95
1948;81;0,11363;28621;3252;5,56
1948;82;0,12865;25369;3264;5,2
1948;83;0,13096;22105;2895;4,9
1948;84;0,14956;19210;2873;4,56
1948;85;0,16227;16337;2651;4,28
1948;86;0,18248;13686;2497;4,01
1948;87;0,18558;11188;2076;3,79
1948;88;0,20241;9112;1844;3,54
1948;89;0,21579;7268;1568;3,31
1948;90;0,23853;5699;1359;3,08
1948;91;0,26282;4340;1141;2,89
1948;92;0,27213;3199;871;2,75
1948;93;0,29013;2329;676;2,59
1948;94;0,30839;1653;510;2,44
1948;95;0,3268;1143;374;2,31
1948;96;0,34525;770;266;2,18
1948;97;0,36363;504;183;2,07
1948;98;0,38183;321;122;1,97
1948;99;0,39973;198;79;1,87
1948;100;0,41725;119;50;1,79
1948;101;0,43428;69;30;1,71
1948;102;0,45075;39;18;1,64
1948;103;0,46659;22;10;1,58
1948;104;0,48175;11;6;1,52
1948;105;0,49618;6;3;1,47
1948;106;0,50985;3;2;1,42
1948;107;0,52274;1;1;1,38
1948;108;0,53484;1;0;1,34
1948;109;0,54616;0;0;1,32
1948;110;1;0;0;1,3
1949;0;0,04815;1e+05;4815;68,05
1949;1;0,00362;95185;345;70,49
1949;2;0,00183;94840;173;69,74
1949;3;0,00133;94667;126;68,87
1949;4;0,00113;94541;107;67,96
1949;5;0,001;94434;95;67,03
1949;6;0,00087;94340;82;66,1
1949;7;4e-04;94258;38;65,16
1949;8;0,00062;94220;58;64,18
1949;9;0,00059;94162;56;63,22
1949;10;0,00055;94106;52;62,26
1949;11;0,00045;94054;42;61,29
1949;12;0,00032;94012;30;60,32
1949;13;0,00072;93982;68;59,34
1949;14;0,00078;93914;73;58,38
1949;15;0,00072;93841;68;57,43
1949;16;0,001;93773;94;56,47
1949;17;0,00096;93679;90;55,53
1949;18;0,00133;93589;125;54,58
1949;19;0,00143;93464;134;53,65
1949;20;0,00119;93331;111;52,73
1949;21;0,00136;93220;127;51,79
1949;22;0,0015;93092;140;50,86
1949;23;0,00146;92952;136;49,94
1949;24;0,00158;92817;146;49,01
1949;25;0,00171;92670;159;48,08
1949;26;0,00145;92512;134;47,17
1949;27;0,00161;92377;148;46,23
1949;28;0,00149;92229;137;45,31
1949;29;0,00208;92092;192;44,37
1949;30;0,0021;91900;193;43,47
1949;31;0,00158;91707;145;42,56
1949;32;0,00208;91562;191;41,62
1949;33;0,00187;91371;171;40,71
1949;34;0,00215;91200;196;39,78
1949;35;0,00209;91004;190;38,87
1949;36;0,00214;90814;195;37,95
1949;37;0,00222;90619;201;37,03
1949;38;0,00266;90418;240;36,11
1949;39;0,00252;90178;228;35,21
1949;40;0,00282;89950;253;34,29
1949;41;0,00304;89697;273;33,39
1949;42;0,0031;89424;277;32,49
1949;43;0,00308;89147;274;31,59
1949;44;0,00414;88873;368;30,68
1949;45;0,00416;88505;368;29,81
1949;46;0,00414;88137;365;28,93
1949;47;0,00513;87772;450;28,05
1949;48;0,00551;87322;481;27,19
1949;49;0,00564;86840;490;26,34
1949;50;0,0066;86351;570;25,49
1949;51;0,00682;85780;585;24,65
1949;52;0,00752;85195;640;23,82
1949;53;0,00753;84555;636;23
1949;54;0,00901;83918;756;22,17
1949;55;0,00867;83162;721;21,36
1949;56;0,00962;82441;793;20,55
1949;57;0,01069;81648;873;19,74
1949;58;0,0128;80775;1034;18,95
1949;59;0,01362;79742;1086;18,19
1949;60;0,01431;78655;1125;17,43
1949;61;0,01535;77530;1190;16,68
1949;62;0,01686;76340;1287;15,93
1949;63;0,01938;75053;1455;15,19
1949;64;0,02094;73598;1541;14,49
1949;65;0,02381;72057;1716;13,78
1949;66;0,02552;70341;1795;13,11
1949;67;0,02841;68546;1947;12,44
1949;68;0,03198;66599;2130;11,79
1949;69;0,03366;64469;2170;11,16
1949;70;0,03939;62299;2454;10,53
1949;71;0,04291;59845;2568;9,94
1949;72;0,04885;57277;2798;9,37
1949;73;0,05489;54479;2990;8,82
1949;74;0,06159;51489;3171;8,31
1949;75;0,06559;48318;3169;7,82
1949;76;0,07429;45149;3354;7,33
1949;77;0,08162;41794;3411;6,88
1949;78;0,08906;38383;3418;6,45
1949;79;0,09916;34965;3467;6,03
1949;80;0,1126;31498;3547;5,64
1949;81;0,12032;27951;3363;5,29
1949;82;0,13625;24588;3350;4,94
1949;83;0,14206;21238;3017;4,64
1949;84;0,15725;18221;2865;4,33
1949;85;0,16485;15355;2531;4,04
1949;86;0,19688;12824;2525;3,74
1949;87;0,20345;10299;2095;3,54
1949;88;0,21647;8204;1776;3,32
1949;89;0,24015;6428;1544;3,09
1949;90;0,25536;4884;1247;2,91
1949;91;0,25966;3637;944;2,74
1949;92;0,31861;2693;858;2,53
1949;93;0,30404;1835;558;2,48
1949;94;0,32228;1277;412;2,34
1949;95;0,34059;865;295;2,21
1949;96;0,35886;571;205;2,1
1949;97;0,37697;366;138;2
1949;98;0,39482;228;90;1,9
1949;99;0,41232;138;57;1,81
1949;100;0,42936;81;35;1,73
1949;101;0,44588;46;21;1,66
1949;102;0,46179;26;12;1,6
1949;103;0,47705;14;7;1,54
1949;104;0,4916;7;4;1,48
1949;105;0,50541;4;2;1,44
1949;106;0,51846;2;1;1,39
1949;107;0,53074;1;0;1,35
1949;108;0,54224;0;0;1,32
1949;109;0,55298;0;0;1,29
1949;110;1;0;0;1,28
1950;0;0,04609;1e+05;4609;68,89
1950;1;0,00299;95391;285;71,21
1950;2;0,00154;95105;146;70,42
1950;3;0,00122;94959;116;69,53
1950;4;0,00085;94843;81;68,61
1950;5;0,00066;94763;62;67,67
1950;6;5e-04;94700;47;66,71
1950;7;0,00057;94653;54;65,75
1950;8;0,00038;94599;36;64,78
1950;9;0,00053;94564;51;63,81
1950;10;0,00052;94513;49;62,84
1950;11;4e-04;94464;37;61,87
1950;12;0,00047;94427;44;60,9
1950;13;0,00039;94383;37;59,93
1950;14;0,00058;94346;55;58,95
1950;15;0,00088;94291;83;57,98
1950;16;0,00049;94208;46;57,03
1950;17;0,00079;94162;75;56,06
1950;18;0,00074;94088;70;55,11
1950;19;0,00109;94018;103;54,15
1950;20;0,001;93915;94;53,21
1950;21;0,00099;93822;93;52,26
1950;22;0,00121;93729;113;51,31
1950;23;0,00122;93616;115;50,37
1950;24;0,00158;93501;148;49,43
1950;25;0,00137;93353;128;48,51
1950;26;0,00148;93226;138;47,57
1950;27;0,00139;93088;130;46,64
1950;28;0,00158;92958;147;45,71
1950;29;0,00152;92812;141;44,78
1950;30;0,00167;92671;155;43,85
1950;31;0,00179;92515;166;42,92
1950;32;0,00158;92349;146;42
1950;33;0,00204;92204;188;41,06
1950;34;0,00181;92016;167;40,14
1950;35;0,00224;91849;206;39,22
1950;36;0,00207;91643;190;38,3
1950;37;0,0026;91453;238;37,38
1950;38;0,00242;91215;220;36,48
1950;39;0,00276;90995;251;35,57
1950;40;0,0027;90744;245;34,66
1950;41;0,00296;90499;268;33,76
1950;42;0,00296;90231;267;32,85
1950;43;0,00347;89964;312;31,95
1950;44;0,00324;89652;290;31,06
1950;45;0,00425;89361;379;30,16
1950;46;0,00415;88982;369;29,29
1950;47;0,0043;88613;381;28,41
1950;48;0,0052;88232;459;27,53
1950;49;0,00531;87773;466;26,67
1950;50;0,00559;87307;488;25,81
1950;51;0,00642;86818;557;24,95
1950;52;0,00692;86261;597;24,11
1950;53;0,00726;85664;622;23,27
1950;54;0,00858;85043;729;22,44
1950;55;0,00941;84313;794;21,63
1950;56;0,01072;83519;895;20,83
1950;57;0,01008;82624;832;20,05
1950;58;0,01169;81792;956;19,25
1950;59;0,01295;80836;1047;18,47
1950;60;0,01322;79789;1055;17,71
1950;61;0,01502;78734;1182;16,94
1950;62;0,01671;77551;1296;16,19
1950;63;0,01786;76256;1362;15,45
1950;64;0,01998;74894;1497;14,72
1950;65;0,02391;73397;1755;14,01
1950;66;0,02501;71642;1792;13,35
1950;67;0,02703;69850;1888;12,68
1950;68;0,02963;67962;2014;12,01
1950;69;0,03396;65948;2239;11,37
1950;70;0,03766;63709;2400;10,75
1950;71;0,04236;61309;2597;10,15
1950;72;0,04718;58712;2770;9,58
1950;73;0,0514;55942;2875;9,02
1950;74;0,05858;53067;3109;8,49
1950;75;0,06488;49958;3241;7,98
1950;76;0,07127;46717;3330;7,5
1950;77;0,07914;43388;3434;7,04
1950;78;0,08939;39954;3572;6,6
1950;79;0,09272;36382;3373;6,2
1950;80;0,10771;33009;3555;5,78
1950;81;0,1163;29454;3425;5,42
1950;82;0,13025;26028;3390;5,07
1950;83;0,13985;22638;3166;4,75
1950;84;0,15959;19472;3108;4,44
1950;85;0,1555;16365;2545;4,19
1950;86;0,18485;13820;2555;3,87
1950;87;0,18803;11265;2118;3,64
1950;88;0,21136;9147;1933;3,37
1950;89;0,23253;7214;1677;3,13
1950;90;0,25639;5536;1419;2,93
1950;91;0,26857;4117;1106;2,77
1950;92;0,29554;3011;890;2,6
1950;93;0,30193;2121;640;2,49
1950;94;0,32067;1481;475;2,35
1950;95;0,3395;1006;342;2,22
1950;96;0,35828;664;238;2,1
1950;97;0,37691;426;161;1,99
1950;98;0,39526;266;105;1,89
1950;99;0,41324;161;66;1,81
1950;100;0,43073;94;41;1,73
1950;101;0,44766;54;24;1,65
1950;102;0,46394;30;14;1,59
1950;103;0,47952;16;8;1,53
1950;104;0,49435;8;4;1,47
1950;105;0,50839;4;2;1,43
1950;106;0,52162;2;1;1,38
1950;107;0,53403;1;1;1,34
1950;108;0,54563;0;0;1,31
1950;109;0,55642;0;0;1,28
1950;110;1;0;0;1,27
1951;0;0,04244;1e+05;4244;69,3
1951;1;0,00353;95756;338;71,36
1951;2;0,00137;95419;130;70,61
1951;3;0,00107;95288;102;69,71
1951;4;0,00099;95186;94;68,78
1951;5;8e-04;95092;77;67,85
1951;6;0,00056;95016;53;66,9
1951;7;6e-04;94963;57;65,94
1951;8;6e-04;94906;57;64,98
1951;9;0,00042;94848;40;64,02
1951;10;0,00057;94808;55;63,04
1951;11;0,00035;94754;33;62,08
1951;12;0,00045;94721;42;61,1
1951;13;0,00035;94679;33;60,13
1951;14;0,00053;94646;50;59,15
1951;15;0,00053;94596;50;58,18
1951;16;0,00052;94546;49;57,21
1951;17;0,00062;94497;59;56,24
1951;18;0,00063;94438;59;55,28
1951;19;0,00076;94379;71;54,31
1951;20;0,00095;94307;90;53,35
1951;21;0,00087;94217;82;52,4
1951;22;0,001;94135;94;51,45
1951;23;0,00138;94041;130;50,5
1951;24;0,00122;93911;115;49,57
1951;25;0,00113;93796;106;48,63
1951;26;0,00122;93690;114;47,68
1951;27;0,00148;93576;138;46,74
1951;28;0,00092;93437;86;45,81
1951;29;0,00145;93351;135;44,85
1951;30;0,00119;93216;111;43,91
1951;31;0,00172;93106;161;42,96
1951;32;0,00184;92945;171;42,04
1951;33;0,00166;92774;154;41,11
1951;34;0,00162;92620;150;40,18
1951;35;0,00171;92470;158;39,25
1951;36;0,00195;92312;180;38,31
1951;37;0,00247;92132;228;37,39
1951;38;0,00233;91905;214;36,48
1951;39;0,0026;91691;238;35,56
1951;40;0,00256;91453;234;34,65
1951;41;0,00293;91219;267;33,74
1951;42;0,0028;90952;255;32,84
1951;43;0,00288;90697;261;31,93
1951;44;0,00374;90436;338;31,02
1951;45;0,00373;90098;336;30,13
1951;46;0,00397;89762;357;29,25
1951;47;0,00419;89405;375;28,36
1951;48;0,00461;89030;410;27,48
1951;49;0,00476;88620;422;26,6
1951;50;0,00594;88198;524;25,73
1951;51;0,00591;87674;519;24,88
1951;52;0,00687;87156;598;24,02
1951;53;0,0075;86557;649;23,19
1951;54;0,0079;85908;678;22,36
1951;55;0,00884;85230;753;21,53
1951;56;0,00983;84476;830;20,72
1951;57;0,01007;83646;843;19,92
1951;58;0,0106;82803;878;19,12
1951;59;0,01204;81925;986;18,32
1951;60;0,01369;80939;1108;17,53
1951;61;0,01535;79831;1225;16,77
1951;62;0,01607;78606;1263;16,02
1951;63;0,01803;77342;1394;15,28
1951;64;0,01883;75948;1430;14,55
1951;65;0,02388;74517;1779;13,82
1951;66;0,02601;72738;1892;13,14
1951;67;0,02815;70846;1994;12,48
1951;68;0,0303;68852;2086;11,83
1951;69;0,03367;66766;2248;11,18
1951;70;0,03842;64518;2479;10,55
1951;71;0,04314;62040;2676;9,96
1951;72;0,04833;59363;2869;9,38
1951;73;0,05162;56495;2916;8,83
1951;74;0,05916;53578;3169;8,29
1951;75;0,06927;50409;3492;7,78
1951;76;0,07265;46917;3408;7,32
1951;77;0,08107;43508;3527;6,85
1951;78;0,09346;39981;3737;6,41
1951;79;0,09615;36245;3485;6,02
1951;80;0,10753;32760;3523;5,61
1951;81;0,12434;29237;3635;5,23
1951;82;0,12857;25602;3292;4,9
1951;83;0,14863;22310;3316;4,55
1951;84;0,15751;18994;2992;4,25
1951;85;0,17626;16002;2821;3,95
1951;86;0,19222;13182;2534;3,69
1951;87;0,20419;10648;2174;3,45
1951;88;0,21994;8474;1864;3,21
1951;89;0,2363;6610;1562;2,98
1951;90;0,27814;5048;1404;2,74
1951;91;0,28626;3644;1043;2,61
1951;92;0,3104;2601;807;2,45
1951;93;0,32092;1794;576;2,33
1951;94;0,3409;1218;415;2,2
1951;95;0,36082;803;290;2,08
1951;96;0,38055;513;195;1,96
1951;97;0,39995;318;127;1,86
1951;98;0,41888;191;80;1,77
1951;99;0,43725;111;48;1,69
1951;100;0,45494;62;28;1,62
1951;101;0,47187;34;16;1,55
1951;102;0,48798;18;9;1,49
1951;103;0,50322;9;5;1,44
1951;104;0,51756;5;2;1,39
1951;105;0,53098;2;1;1,35
1951;106;0,54348;1;1;1,31
1951;107;0,55507;0;0;1,28
1951;108;0,56577;0;0;1,25
1951;109;0,57561;0;0;1,23
1951;110;1;0;0;1,21
1952;0;0,03991;1e+05;3991;70,46
1952;1;0,00298;96009;286;72,39
1952;2;0,00134;95723;128;71,6
1952;3;0,00112;95595;107;70,7
1952;4;0,00089;95488;85;69,78
1952;5;0,00052;95403;50;68,84
1952;6;5e-04;95353;47;67,87
1952;7;0,00052;95306;50;66,91
1952;8;0,00043;95257;41;65,94
1952;9;0,00034;95216;32;64,97
1952;10;0,00036;95183;34;63,99
1952;11;0,00033;95149;31;63,01
1952;12;0,00039;95118;37;62,03
1952;13;0,00039;95081;38;61,06
1952;14;0,00048;95044;46;60,08
1952;15;0,00056;94998;54;59,11
1952;16;0,00035;94945;33;58,14
1952;17;0,00045;94911;42;57,16
1952;18;0,00057;94869;54;56,19
1952;19;0,00066;94815;63;55,22
1952;20;8e-04;94752;76;54,26
1952;21;0,00085;94676;80;53,3
1952;22;0,00064;94596;61;52,34
1952;23;0,00074;94535;69;51,38
1952;24;0,00099;94465;93;50,42
1952;25;0,0011;94372;104;49,46
1952;26;0,00113;94268;107;48,52
1952;27;0,00085;94162;80;47,57
1952;28;0,00115;94082;108;46,61
1952;29;0,00138;93973;130;45,67
1952;30;0,00139;93844;130;44,73
1952;31;0,00122;93713;114;43,79
1952;32;0,00168;93599;157;42,84
1952;33;0,00142;93442;133;41,91
1952;34;0,00172;93310;160;40,97
1952;35;0,00149;93149;139;40,04
1952;36;0,00127;93010;118;39,1
1952;37;0,00188;92892;175;38,15
1952;38;0,00165;92718;153;37,22
1952;39;0,00203;92564;188;36,28
1952;40;0,00211;92376;195;35,36
1952;41;0,00276;92181;254;34,43
1952;42;0,00242;91927;222;33,52
1952;43;0,00264;91705;242;32,6
1952;44;0,00292;91463;267;31,69
1952;45;0,00328;91196;299;30,78
1952;46;0,00414;90897;376;29,88
1952;47;0,00413;90521;374;29
1952;48;0,00432;90147;389;28,12
1952;49;0,00492;89758;442;27,24
1952;50;0,00516;89316;461;26,37
1952;51;0,00595;88855;528;25,51
1952;52;0,006;88326;530;24,66
1952;53;0,00625;87797;549;23,8
1952;54;0,00776;87248;677;22,95
1952;55;0,00803;86571;695;22,12
1952;56;0,00811;85876;697;21,3
1952;57;0,00968;85179;825;20,47
1952;58;0,0104;84354;877;19,66
1952;59;0,01158;83477;966;18,86
1952;60;0,01288;82511;1063;18,08
1952;61;0,01394;81447;1136;17,31
1952;62;0,01551;80312;1246;16,55
1952;63;0,01792;79066;1417;15,8
1952;64;0,01939;77649;1506;15,08
1952;65;0,02053;76143;1563;14,37
1952;66;0,02312;74580;1724;13,66
1952;67;0,02427;72856;1768;12,97
1952;68;0,028;71088;1990;12,28
1952;69;0,03135;69097;2166;11,62
1952;70;0,03615;66931;2419;10,98
1952;71;0,04005;64512;2584;10,37
1952;72;0,04706;61928;2915;9,78
1952;73;0,05107;59013;3014;9,24
1952;74;0,05257;56000;2944;8,71
1952;75;0,05958;53056;3161;8,17
1952;76;0,07001;49895;3493;7,65
1952;77;0,07584;46402;3519;7,19
1952;78;0,08173;42883;3505;6,74
1952;79;0,09228;39378;3634;6,3
1952;80;0,10201;35744;3646;5,89
1952;81;0,11468;32098;3681;5,5
1952;82;0,12554;28417;3567;5,15
1952;83;0,13523;24849;3360;4,81
1952;84;0,14932;21489;3209;4,49
1952;85;0,17236;18280;3151;4,19
1952;86;0,17751;15130;2686;3,96
1952;87;0,18434;12444;2294;3,7
1952;88;0,20171;10150;2047;3,42
1952;89;0,22848;8103;1851;3,16
1952;90;0,26393;6251;1650;2,95
1952;91;0,27248;4601;1254;2,83
1952;92;0,26859;3348;899;2,7
1952;93;0,29823;2448;730;2,51
1952;94;0,31713;1718;545;2,37
1952;95;0,33614;1173;394;2,24
1952;96;0,35512;779;277;2,12
1952;97;0,37397;502;188;2,01
1952;98;0,39255;314;123;1,91
1952;99;0,41076;191;78;1,82
1952;100;0,4285;113;48;1,73
1952;101;0,44567;64;29;1,66
1952;102;0,46219;36;16;1,59
1952;103;0,478;19;9;1,53
1952;104;0,49304;10;5;1,48
1952;105;0,50729;5;3;1,43
1952;106;0,52071;3;1;1,38
1952;107;0,5333;1;1;1,35
1952;108;0,54506;1;0;1,31
1952;109;0,556;0;0;1,28
1952;110;1;0;0;1,27
1953;0;0,03713;1e+05;3713;70,89
1953;1;0,00268;96287;258;72,62
1953;2;0,00118;96028;113;71,82
1953;3;0,00085;95915;82;70,9
1953;4;0,00067;95833;64;69,96
1953;5;0,00038;95769;36;69,01
1953;6;0,00036;95733;35;68,03
1953;7;4e-04;95698;38;67,06
1953;8;0,00047;95660;45;66,08
1953;9;0,00041;95615;40;65,11
1953;10;4e-04;95575;38;64,14
1953;11;0,00044;95538;42;63,17
1953;12;0,00029;95496;27;62,19
1953;13;0,00027;95468;26;61,21
1953;14;0,00038;95442;36;60,23
1953;15;0,00038;95406;36;59,25
1953;16;0,00047;95370;45;58,27
1953;17;0,00032;95325;30;57,3
1953;18;0,00075;95295;72;56,32
1953;19;0,00039;95223;37;55,36
1953;20;0,00055;95186;52;54,38
1953;21;0,00072;95134;69;53,41
1953;22;0,00086;95065;82;52,45
1953;23;9e-04;94983;86;51,49
1953;24;0,00089;94897;85;50,54
1953;25;0,00074;94813;70;49,59
1953;26;0,00101;94743;95;48,62
1953;27;0,001;94648;94;47,67
1953;28;0,00103;94553;97;46,72
1953;29;0,00098;94456;92;45,76
1953;30;0,00105;94364;100;44,81
1953;31;0,00109;94265;103;43,86
1953;32;0,00128;94162;120;42,9
1953;33;0,00137;94042;128;41,96
1953;34;0,00158;93913;148;41,01
1953;35;0,00114;93765;107;40,08
1953;36;0,00152;93658;142;39,12
1953;37;0,00184;93516;172;38,18
1953;38;0,00227;93344;212;37,25
1953;39;0,00192;93132;179;36,33
1953;40;0,00199;92953;185;35,4
1953;41;0,00207;92768;192;34,47
1953;42;0,00268;92576;248;33,54
1953;43;0,00263;92328;243;32,63
1953;44;0,00306;92085;282;31,72
1953;45;0,00361;91803;332;30,81
1953;46;0,00337;91471;308;29,92
1953;47;0,00373;91163;340;29,02
1953;48;0,00425;90823;386;28,13
1953;49;0,0048;90437;434;27,25
1953;50;0,00487;90003;438;26,38
1953;51;0,00525;89564;470;25,5
1953;52;0,00573;89094;511;24,63
1953;53;0,00646;88584;572;23,77
1953;54;0,00698;88012;614;22,93
