"year";"age";"qx";"lx";"dx";"ex"
1841;0;0,13799;1e+05;13799;40,33
1841;1;0,07221;86201;6225;45,73
1841;2;0,04085;79976;3267;48,25
1841;3;0,02514;76708;1928;49,29
1841;4;0,01831;74780;1370;49,54
1841;5;0,01382;73411;1015;49,46
1841;6;0,01274;72396;923;49,15
1841;7;0,01088;71473;777;48,77
1841;8;0,00877;70696;620;48,3
1841;9;0,00811;70076;568;47,73
1841;10;0,00737;69508;512;47,11
1841;11;0,00674;68995;465;46,46
1841;12;0,00648;68531;444;45,77
1841;13;0,00687;68086;468;45,07
1841;14;0,00744;67618;503;44,38
1841;15;0,00814;67115;546;43,7
1841;16;0,00879;66569;585;43,06
1841;17;0,00905;65984;597;42,44
1841;18;0,00919;65386;601;41,82
1841;19;0,00918;64785;595;41,2
1841;20;0,00916;64191;588;40,58
1841;21;0,0092;63603;585;39,95
1841;22;0,00934;63018;589;39,32
1841;23;0,00985;62429;615;38,68
1841;24;0,00932;61814;576;38,06
1841;25;0,00941;61238;576;37,42
1841;26;0,0102;60662;619;36,77
1841;27;0,0101;60043;606;36,14
1841;28;0,01042;59437;619;35,5
1841;29;0,01035;58818;609;34,87
1841;30;0,01004;58209;585;34,23
1841;31;0,01048;57624;604;33,57
1841;32;0,01083;57020;618;32,92
1841;33;0,01102;56403;621;32,28
1841;34;0,01052;55781;587;31,63
1841;35;0,01103;55195;609;30,96
1841;36;0,01256;54586;686;30,3
1841;37;0,01284;53900;692;29,68
1841;38;0,01333;53208;709;29,06
1841;39;0,01298;52498;681;28,45
1841;40;0,01267;51817;656;27,82
1841;41;0,0136;51161;696;27,17
1841;42;0,01432;50465;723;26,53
1841;43;0,01418;49742;705;25,91
1841;44;0,01268;49037;622;25,28
1841;45;0,01246;48415;603;24,6
1841;46;0,01399;47812;669;23,9
1841;47;0,01399;47143;660;23,23
1841;48;0,01429;46484;664;22,56
1841;49;0,0145;45820;664;21,87
1841;50;0,0152;45155;687;21,19
1841;51;0,01712;44469;761;20,51
1841;52;0,01875;43708;819;19,86
1841;53;0,01937;42888;831;19,23
1841;54;0,01717;42058;722;18,6
1841;55;0,01687;41336;697;17,91
1841;56;0,01994;40638;810;17,21
1841;57;0,02084;39828;830;16,55
1841;58;0,02199;38998;858;15,89
1841;59;0,02328;38140;888;15,24
1841;60;0,02527;37253;941;14,59
1841;61;0,02901;36311;1053;13,96
1841;62;0,03349;35258;1181;13,36
1841;63;0,03638;34077;1240;12,8
1841;64;0,03555;32837;1167;12,27
1841;65;0,03824;31670;1211;11,7
1841;66;0,04532;30459;1381;11,15
1841;67;0,0472;29079;1372;10,65
1841;68;0,05092;27706;1411;10,16
1841;69;0,05413;26295;1423;9,67
1841;70;0,05787;24872;1439;9,2
1841;71;0,06473;23432;1517;8,73
1841;72;0,07093;21916;1554;8,3
1841;73;0,07673;20361;1562;7,9
1841;74;0,07736;18799;1454;7,51
1841;75;0,08196;17344;1422;7,1
1841;76;0,09539;15923;1519;6,69
1841;77;0,10079;14404;1452;6,34
1841;78;0,10577;12952;1370;6
1841;79;0,11117;11582;1288;5,65
1841;80;0,12685;10295;1306;5,29
1841;81;0,13832;8989;1243;4,99
1841;82;0,15039;7745;1165;4,71
1841;83;0,16281;6581;1071;4,45
1841;84;0,17495;5509;964;4,22
1841;85;0,18627;4545;847;4,01
1841;86;0,19769;3699;731;3,82
1841;87;0,20977;2968;623;3,63
1841;88;0,22222;2345;521;3,47
1841;89;0,22937;1824;418;3,31
1841;90;0,24222;1406;340;3,15
1841;91;0,25536;1065;272;3
1841;92;0,26877;793;213;2,86
1841;93;0,28239;580;164;2,72
1841;94;0,2962;416;123;2,6
1841;95;0,31013;293;91;2,48
1841;96;0,32415;202;66;2,37
1841;97;0,3382;137;46;2,27
1841;98;0,35223;90;32;2,18
1841;99;0,36619;59;21;2,09
1841;100;0,38004;37;14;2,01
1841;101;0,39372;23;9;1,93
1841;102;0,4072;14;6;1,86
1841;103;0,42043;8;3;1,8
1841;104;0,43337;5;2;1,73
1841;105;0,44599;3;1;1,68
1841;106;0,45825;2;1;1,63
1841;107;0,47014;1;0;1,58
1841;108;0,48162;0;0;1,54
1841;109;0,49267;0;0;1,51
1841;110;1;0;0;1,49
1842;0;0,14502;1e+05;14502;38,51
1842;1;0,08149;85498;6967;43,99
1842;2;0,04319;78532;3392;46,85
1842;3;0,02899;75140;2178;47,94
1842;4;0,0217;72961;1583;48,35
1842;5;0,01568;71379;1119;48,42
1842;6;0,01355;70260;952;48,18
1842;7;0,01199;69307;831;47,83
1842;8;0,01055;68476;723;47,41
1842;9;0,01004;67753;680;46,91
1842;10;0,00902;67073;605;46,38
1842;11;0,00821;66468;545;45,8
1842;12;0,00775;65923;511;45,17
1842;13;0,0077;65412;503;44,52
1842;14;0,00837;64909;543;43,86
1842;15;0,00908;64366;584;43,23
1842;16;0,00942;63781;601;42,62
1842;17;0,00969;63181;612;42,02
1842;18;0,00959;62569;600;41,43
1842;19;0,00943;61969;584;40,82
1842;20;0,00921;61384;565;40,21
1842;21;0,00927;60819;564;39,57
1842;22;0,00946;60255;570;38,94
1842;23;0,00974;59685;581;38,31
1842;24;0,01038;59104;614;37,68
1842;25;0,00987;58490;577;37,07
1842;26;0,00992;57913;575;36,43
1842;27;0,01072;57338;615;35,79
1842;28;0,01059;56724;601;35,18
1842;29;0,01095;56123;615;34,55
1842;30;0,01093;55508;606;33,92
1842;31;0,01063;54902;583;33,29
1842;32;0,01108;54318;602;32,65
1842;33;0,0114;53717;612;32,01
1842;34;0,01148;53105;610;31,37
1842;35;0,01085;52495;569;30,73
1842;36;0,01136;51925;590;30,06
1842;37;0,01302;51335;668;29,4
1842;38;0,01346;50667;682;28,78
1842;39;0,01419;49985;709;28,17
1842;40;0,01399;49276;689;27,56
1842;41;0,0135;48587;656;26,95
1842;42;0,01422;47931;681;26,31
1842;43;0,0146;47249;690;25,68
1842;44;0,01398;46559;651;25,06
1842;45;0,01206;45909;554;24,4
1842;46;0,0119;45355;540;23,7
1842;47;0,01368;44815;613;22,97
1842;48;0,01407;44202;622;22,29
1842;49;0,01484;43580;647;21,6
1842;50;0,01542;42933;662;20,92
1842;51;0,016;42271;676;20,24
1842;52;0,01781;41595;741;19,56
1842;53;0,0194;40854;793;18,9
1842;54;0,02005;40061;803;18,27
1842;55;0,01795;39258;705;17,63
1842;56;0,01845;38553;711;16,94
1842;57;0,02289;37842;866;16,25
1842;58;0,02474;36976;915;15,62
1842;59;0,02663;36061;960;15
1842;60;0,02818;35101;989;14,4
1842;61;0,02966;34112;1012;13,8
1842;62;0,03305;33100;1094;13,21
1842;63;0,03725;32006;1192;12,64
1842;64;0,03959;30814;1220;12,11
1842;65;0,03794;29594;1123;11,59
1842;66;0,04096;28471;1166;11,03
1842;67;0,04907;27305;1340;10,48
1842;68;0,05121;25965;1330;10
1842;69;0,05532;24635;1363;9,51
1842;70;0,0585;23272;1362;9,04
1842;71;0,06149;21911;1347;8,57
1842;72;0,06817;20564;1402;8,09
1842;73;0,07466;19162;1431;7,65
1842;74;0,08137;17731;1443;7,23
1842;75;0,08294;16288;1351;6,82
1842;76;0,09009;14937;1346;6,39
1842;77;0,10825;13592;1471;5,98
1842;78;0,11636;12120;1410;5,64
1842;79;0,12331;10710;1321;5,32
1842;80;0,13659;9389;1282;5
1842;81;0,1491;8107;1209;4,71
1842;82;0,16215;6898;1119;4,45
1842;83;0,17534;5780;1013;4,21
1842;84;0,1879;4766;896;4
1842;85;0,19905;3871;770;3,81
1842;86;0,20989;3100;651;3,63
1842;87;0,22083;2450;541;3,47
1842;88;0,23158;1909;442;3,31
1842;89;0,24243;1467;356;3,15
1842;90;0,25547;1111;284;3
1842;91;0,26878;827;222;2,86
1842;92;0,2823;605;171;2,73
1842;93;0,29599;434;128;2,6
1842;94;0,30982;306;95;2,49
1842;95;0,32372;211;68;2,38
1842;96;0,33766;143;48;2,28
1842;97;0,35159;94;33;2,18
1842;98;0,36545;61;22;2,09
1842;99;0,3792;39;15;2,01
1842;100;0,39279;24;9;1,94
1842;101;0,40618;15;6;1,87
1842;102;0,41933;9;4;1,8
1842;103;0,4322;5;2;1,74
1842;104;0,44475;3;1;1,68
1842;105;0,45695;2;1;1,63
1842;106;0,46879;1;0;1,58
1842;107;0,48023;0;0;1,54
1842;108;0,49125;0;0;1,5
1842;109;0,50185;0;0;1,47
1842;110;1;0;0;1,45
1843;0;0,13518;1e+05;13518;40,23
1843;1;0,07085;86482;6127;45,46
1843;2;0,04007;80355;3220;47,89
1843;3;0,02793;77135;2154;48,87
1843;4;0,01875;74981;1406;49,26
1843;5;0,01433;73574;1054;49,19
1843;6;0,01161;72520;842;48,9
1843;7;0,01084;71678;777;48,47
1843;8;0,0102;70901;723;48
1843;9;0,01012;70178;710;47,48
1843;10;0,00891;69468;619;46,96
1843;11;0,00766;68849;527;46,38
1843;12;0,00699;68321;478;45,74
1843;13;0,00683;67844;463;45,06
1843;14;0,00719;67380;485;44,36
1843;15;0,00828;66896;554;43,68
1843;16;0,00899;66342;596;43,04
1843;17;0,00926;65745;609;42,43
1843;18;0,00948;65137;617;41,82
1843;19;0,00938;64519;605;41,21
1843;20;0,00929;63914;594;40,6
1843;21;0,00931;63320;589;39,97
1843;22;0,00957;62731;601;39,35
1843;23;0,00988;62130;614;38,72
1843;24;0,01013;61516;623;38,1
1843;25;0,01063;60893;647;37,49
1843;26;0,00989;60246;596;36,88
1843;27;0,00977;59650;583;36,25
1843;28;0,01045;59067;618;35,6
1843;29;0,01029;58450;602;34,97
1843;30;0,01066;57848;616;34,33
1843;31;0,01065;57232;609;33,69
1843;32;0,01039;56623;588;33,05
1843;33;0,01089;56034;610;32,39
1843;34;0,01131;55424;627;31,74
1843;35;0,01154;54797;632;31,1
1843;36;0,01109;54165;601;30,46
1843;37;0,01179;53564;631;29,8
1843;38;0,01361;52933;720;29,14
1843;39;0,01406;52212;734;28,54
1843;40;0,01466;51478;755;27,94
1843;41;0,01401;50723;711;27,35
1843;42;0,01315;50013;658;26,73
1843;43;0,01362;49355;672;26,08
1843;44;0,01385;48683;674;25,43
1843;45;0,01332;48009;639;24,78
1843;46;0,01196;47369;567;24,11
1843;47;0,01234;46803;577;23,4
1843;48;0,01464;46225;677;22,68
1843;49;0,01525;45548;695;22,01
1843;50;0,01592;44854;714;21,34
1843;51;0,01592;44140;703;20,68
1843;52;0,01603;43437;696;20,01
1843;53;0,0176;42741;752;19,33
1843;54;0,01917;41989;805;18,66
1843;55;0,02007;41184;827;18,02
1843;56;0,01845;40357;744;17,38
1843;57;0,0193;39613;764;16,69
1843;58;0,02405;38848;934;16,01
1843;59;0,02561;37914;971;15,4
1843;60;0,02676;36943;989;14,79
1843;61;0,02727;35955;980;14,18
1843;62;0,02811;34974;983;13,56
1843;63;0,03138;33991;1067;12,94
1843;64;0,03613;32925;1189;12,34
1843;65;0,03977;31735;1262;11,79
1843;66;0,03963;30473;1208;11,26
1843;67;0,04417;29265;1293;10,7
1843;68;0,05406;27972;1512;10,17
1843;69;0,05638;26460;1492;9,72
1843;70;0,06012;24969;1501;9,27
1843;71;0,06216;23468;1459;8,84
1843;72;0,0642;22009;1413;8,39
1843;73;0,07079;20596;1458;7,93
1843;74;0,07765;19138;1486;7,5
1843;75;0,0853;17652;1506;7,08
1843;76;0,08707;16146;1406;6,7
1843;77;0,09479;14740;1397;6,29
1843;78;0,11487;13343;1533;5,9
1843;79;0,12225;11810;1444;5,6
1843;80;0,12918;10366;1339;5,31
1843;81;0,13923;9027;1257;5,02
1843;82;0,15019;7771;1167;4,75
1843;83;0,16164;6604;1067;4,5
1843;84;0,17309;5536;958;4,27
1843;85;0,18413;4578;843;4,06
1843;86;0,19521;3735;729;3,86
1843;87;0,20657;3006;621;3,68
1843;88;0,21789;2385;520;3,51
1843;89;0,22759;1865;425;3,34
1843;90;0,24017;1441;346;3,18
1843;91;0,25306;1095;277;3,03
1843;92;0,2662;818;218;2,89
1843;93;0,27956;600;168;2,75
1843;94;0,2931;432;127;2,63
1843;95;0,30678;306;94;2,51
1843;96;0,32054;212;68;2,4
1843;97;0,33436;144;48;2,3
1843;98;0,34816;96;33;2,21
1843;99;0,36192;62;23;2,12
1843;100;0,37558;40;15;2,03
1843;101;0,3891;25;10;1,96
1843;102;0,40243;15;6;1,89
1843;103;0,41553;9;4;1,82
1843;104;0,42837;5;2;1,76
1843;105;0,44091;3;1;1,7
1843;106;0,45312;2;1;1,65
1843;107;0,46497;1;0;1,6
1843;108;0,47644;0;0;1,56
1843;109;0,48751;0;0;1,53
1843;110;1;0;0;1,51
1844;0;0,12603;1e+05;12603;41,73
1844;1;0,06271;87397;5480;46,7
1844;2;0,03469;81917;2842;48,79
1844;3;0,02269;79075;1794;49,52
1844;4;0,01534;77281;1185;49,66
1844;5;0,01249;76096;950;49,43
1844;6;0,01057;75146;795;49,04
1844;7;0,00905;74351;673;48,56
1844;8;0,00865;73678;637;48
1844;9;0,00864;73041;631;47,42
1844;10;0,00792;72409;573;46,83
1844;11;0,00722;71836;519;46,2
1844;12;0,00679;71317;485;45,53
1844;13;0,00679;70833;481;44,84
1844;14;0,00712;70352;501;44,14
1844;15;0,00771;69851;539;43,45
1844;16;0,00856;69312;594;42,79
1844;17;0,00898;68719;617;42,15
1844;18;0,00906;68102;617;41,53
1844;19;0,00919;67485;620;40,9
1844;20;0,0091;66865;608;40,28
1844;21;0,00913;66256;605;39,64
1844;22;0,00922;65652;605;39
1844;23;0,0095;65046;618;38,36
1844;24;0,00973;64429;627;37,72
1844;25;0,00986;63802;629;37,09
1844;26;0,01031;63173;652;36,45
1844;27;0,00961;62521;601;35,83
1844;28;0,00958;61920;593;35,17
1844;29;0,0104;61327;638;34,51
1844;30;0,01041;60689;632;33,87
1844;31;0,01087;60057;653;33,22
1844;32;0,01089;59404;647;32,58
1844;33;0,01062;58757;624;31,93
1844;34;0,01111;58133;646;31,27
1844;35;0,01148;57488;660;30,61
1844;36;0,01172;56828;666;29,96
1844;37;0,01129;56161;634;29,31
1844;38;0,01205;55527;669;28,64
1844;39;0,014;54858;768;27,98
1844;40;0,01448;54091;783;27,37
1844;41;0,01489;53307;794;26,77
1844;42;0,01397;52513;734;26,17
1844;43;0,01287;51780;667;25,53
1844;44;0,01309;51113;669;24,86
1844;45;0,01313;50444;662;24,18
1844;46;0,01278;49782;636;23,49
1844;47;0,01172;49146;576;22,79
1844;48;0,01237;48570;601;22,06
1844;49;0,01506;47969;722;21,33
1844;50;0,016;47246;756;20,64
1844;51;0,01681;46491;781;19,97
1844;52;0,01693;45709;774;19,3
1844;53;0,01726;44935;776;18,63
1844;54;0,01931;44160;853;17,95
1844;55;0,02153;43307;932;17,29
1844;56;0,02307;42375;978;16,66
1844;57;0,02149;41397;889;16,04
1844;58;0,02264;40507;917;15,38
1844;59;0,02829;39590;1120;14,73
1844;60;0,0299;38470;1150;14,14
1844;61;0,03083;37320;1151;13,56
1844;62;0,03096;36169;1120;12,98
1844;63;0,03147;35049;1103;12,38
1844;64;0,03474;33947;1179;11,76
1844;65;0,03966;32767;1300;11,17
1844;66;0,04363;31468;1373;10,61
1844;67;0,04382;30095;1319;10,07
1844;68;0,05011;28776;1442;9,51
1844;69;0,06399;27334;1749;8,98
1844;70;0,06949;25585;1778;8,56
1844;71;0,07643;23807;1819;8,16
1844;72;0,08006;21988;1760;7,8
1844;73;0,08245;20227;1668;7,43
1844;74;0,08966;18559;1664;7,06
1844;75;0,09565;16895;1616;6,7
1844;76;0,10196;15279;1558;6,36
1844;77;0,10093;13721;1385;6,02
1844;78;0,10806;12337;1333;5,64
1844;79;0,13163;11003;1448;5,27
1844;80;0,13712;9555;1310;4,99
1844;81;0,14855;8245;1225;4,7
1844;82;0,16098;7020;1130;4,44
1844;83;0,17382;5890;1024;4,19
1844;84;0,18588;4866;905;3,97
1844;85;0,19646;3962;778;3,76
1844;86;0,20723;3183;660;3,56
1844;87;0,21924;2524;553;3,36
1844;88;0,23317;1970;459;3,16
1844;89;0,25412;1511;384;2,97
1844;90;0,26932;1127;304;2,82
1844;91;0,2848;823;235;2,67
1844;92;0,3005;589;177;2,54
1844;93;0,31634;412;130;2,41
1844;94;0,33227;282;94;2,29
1844;95;0,34819;188;65;2,19
1844;96;0,36405;123;45;2,09
1844;97;0,37977;78;30;2
1844;98;0,39529;48;19;1,91
1844;99;0,41053;29;12;1,83
1844;100;0,42543;17;7;1,76
1844;101;0,43995;10;4;1,7
1844;102;0,45403;6;3;1,64
1844;103;0,46763;3;1;1,58
1844;104;0,48072;2;1;1,53
1844;105;0,49327;1;0;1,48
1844;106;0,50525;0;0;1,44
1844;107;0,51666;0;0;1,4
1844;108;0,52748;0;0;1,37
1844;109;0,53772;0;0;1,34
1844;110;1;0;0;1,33
1845;0;0,13593;1e+05;13593;40,77
1845;1;0,06839;86407;5910;46,13
1845;2;0,0346;80498;2785;48,48
1845;3;0,02368;77713;1840;49,19
1845;4;0,01534;75872;1164;49,38
1845;5;0,01186;74708;886;49,14
1845;6;0,01039;73822;767;48,72
1845;7;0,00951;73055;695;48,23
1845;8;0,00873;72361;632;47,69
1845;9;0,009;71729;646;47,1
1845;10;0,00853;71083;606;46,52
1845;11;0,00803;70477;566;45,92
1845;12;0,00783;69911;548;45,29
1845;13;0,00787;69363;546;44,64
1845;14;0,0083;68817;571;43,99
1845;15;0,00894;68246;610;43,36
1845;16;0,00945;67636;639;42,74
1845;17;0,01014;66997;679;42,15
1845;18;0,01027;66317;681;41,57
1845;19;0,00999;65636;656;41
1845;20;0,00976;64980;634;40,41
1845;21;0,00939;64346;604;39,8
1845;22;0,0092;63742;587;39,17
1845;23;0,00914;63155;577;38,53
1845;24;0,0093;62578;582;37,88
1845;25;0,00949;61996;588;37,23
1845;26;0,00973;61408;597;36,59
1845;27;0,01033;60810;628;35,94
1845;28;0,00976;60182;588;35,31
1845;29;0,00986;59595;588;34,65
1845;30;0,01082;59007;638;33,99
1845;31;0,01083;58369;632;33,36
1845;32;0,01131;57737;653;32,72
1845;33;0,01138;57084;649;32,09
1845;34;0,01116;56434;630;31,45
1845;35;0,01179;55804;658;30,8
1845;36;0,01229;55146;678;30,16
1845;37;0,01255;54468;684;29,53
1845;38;0,01195;53785;643;28,9
1845;39;0,01249;53142;664;28,24
1845;40;0,0141;52478;740;27,6
1845;41;0,01408;51738;729;26,98
1845;42;0,01414;51010;721;26,36
1845;43;0,01313;50288;660;25,73
1845;44;0,01216;49628;604;25,07
1845;45;0,01267;49024;621;24,37
1845;46;0,01328;48403;643;23,68
1845;47;0,01343;47761;641;22,99
1845;48;0,01261;47120;594;22,29
1845;49;0,01345;46525;626;21,57
1845;50;0,0163;45900;748;20,86
1845;51;0,01694;45151;765;20,2
1845;52;0,01736;44387;770;19,54
1845;53;0,01705;43616;743;18,87
1845;54;0,01696;42873;727;18,19
1845;55;0,0186;42146;784;17,5
1845;56;0,02061;41362;852;16,82
1845;57;0,02228;40509;903;16,16
1845;58;0,02119;39607;839;15,52
1845;59;0,02314;38768;897;14,84
1845;60;0,03029;37871;1147;14,18
1845;61;0,03308;36724;1215;13,61
1845;62;0,03478;35509;1235;13,06
1845;63;0,03519;34274;1206;12,51
1845;64;0,03568;33068;1180;11,95
1845;65;0,03914;31888;1248;11,38
1845;66;0,04452;30640;1364;10,82
1845;67;0,04858;29276;1422;10,3
1845;68;0,04803;27853;1338;9,8
1845;69;0,05425;26516;1438;9,27
1845;70;0,06859;25077;1720;8,77
1845;71;0,07246;23357;1692;8,38
1845;72;0,07803;21665;1691;8
1845;73;0,08042;19974;1606;7,63
1845;74;0,08195;18368;1505;7,25
1845;75;0,08933;16863;1506;6,86
1845;76;0,09648;15356;1482;6,48
1845;77;0,10435;13875;1448;6,12
1845;78;0,10385;12427;1291;5,77
1845;79;0,11269;11136;1255;5,39
1845;80;0,13564;9881;1340;5,01
1845;81;0,14807;8541;1265;4,71
1845;82;0,16142;7276;1175;4,45
1845;83;0,17517;6102;1069;4,2
1845;84;0,18786;5033;946;3,99
1845;85;0,19797;4087;809;3,8
1845;86;0,20732;3278;680;3,61
1845;87;0,21714;2599;564;3,43
1845;88;0,2278;2034;463;3,24
1845;89;0,24893;1571;391;3,05
1845;90;0,26332;1180;311;2,89
1845;91;0,27798;869;242;2,75
1845;92;0,29288;628;184;2,61
1845;93;0,30793;444;137;2,48
1845;94;0,32309;307;99;2,37
1845;95;0,3383;208;70;2,26
1845;96;0,35348;138;49;2,16
1845;97;0,36858;89;33;2,07
1845;98;0,38354;56;22;1,98
1845;99;0,39829;35;14;1,9
1845;100;0,41278;21;9;1,83
1845;101;0,42696;12;5;1,76
1845;102;0,44078;7;3;1,7
1845;103;0,4542;4;2;1,64
1845;104;0,46718;2;1;1,59
1845;105;0,4797;1;1;1,54
1845;106;0,49173;1;0;1,49
1845;107;0,50324;0;0;1,45
1845;108;0,51424;0;0;1,42
1845;109;0,5247;0;0;1,39
1845;110;1;0;0;1,37
1846;0;0,15943;1e+05;15943;38,18
1846;1;0,07623;84057;6408;44,35
1846;2;0,03931;77649;3052;46,97
1846;3;0,02365;74597;1764;47,87
1846;4;0,01635;72832;1191;48,02
1846;5;0,01267;71642;908;47,81
1846;6;0,01078;70734;762;47,42
1846;7;0,00901;69971;630;46,93
1846;8;0,00857;69341;594;46,35
1846;9;0,00989;68747;680;45,75
1846;10;0,00956;68067;651;45,2
1846;11;0,00879;67416;592;44,63
1846;12;0,00843;66824;563;44,02
1846;13;0,00849;66261;563;43,39
1846;14;0,00894;65698;587;42,76
1846;15;0,00981;65111;639;42,14
1846;16;0,01051;64472;678;41,55
1846;17;0,01094;63794;698;40,99
1846;18;0,01153;63096;727;40,43
1846;19;0,01143;62368;713;39,9
1846;20;0,01087;61655;670;39,36
1846;21;0,01054;60985;643;38,78
1846;22;0,01009;60342;609;38,19
1846;23;0,00988;59734;590;37,58
1846;24;0,00984;59143;582;36,95
1846;25;0,01009;58562;591;36,31
1846;26;0,01043;57971;604;35,67
1846;27;0,0108;57366;620;35,04
1846;28;0,01154;56747;655;34,42
1846;29;0,01088;56092;610;33,82
1846;30;0,0109;55482;605;33,18
1846;31;0,01178;54877;647;32,54
1846;32;0,01162;54231;630;31,92
1846;33;0,01202;53600;644;31,29
1846;34;0,012;52956;635;30,67
1846;35;0,01171;52321;613;30,03
1846;36;0,01233;51708;638;29,38
1846;37;0,01282;51071;655;28,75
1846;38;0,01309;50416;660;28,11
1846;39;0,01247;49756;621;27,48
1846;40;0,01311;49135;644;26,82
1846;41;0,01492;48491;723;26,17
1846;42;0,01504;47768;718;25,56
1846;43;0,01529;47049;719;24,94
1846;44;0,01441;46330;668;24,32
1846;45;0,0136;45662;621;23,67
1846;46;0,01447;45041;652;22,99
1846;47;0,01542;44389;684;22,32
1846;48;0,01574;43705;688;21,66
1846;49;0,01481;43017;637;21
1846;50;0,01578;42380;669;20,31
1846;51;0,01906;41711;795;19,62
1846;52;0,01972;40916;807;19
1846;53;0,02016;40109;809;18,37
1846;54;0,01978;39300;777;17,73
1846;55;0,01972;38523;760;17,08
1846;56;0,02181;37763;824;16,42
1846;57;0,02423;36940;895;15,77
1846;58;0,02612;36045;941;15,15
1846;59;0,02452;35103;861;14,54
1846;60;0,02642;34243;905;13,9
1846;61;0,03396;33338;1132;13,26
1846;62;0,03656;32206;1178;12,71
1846;63;0,03829;31028;1188;12,17
1846;64;0,03889;29840;1160;11,64
1846;65;0,03988;28680;1144;11,09
1846;66;0,0445;27536;1225;10,53
1846;67;0,05112;26311;1345;9,99
1846;68;0,05583;24966;1394;9,51
1846;69;0,05451;23572;1285;9,04
1846;70;0,06086;22287;1356;8,53
1846;71;0,0762;20930;1595;8,05
1846;72;0,07956;19335;1538;7,67
1846;73;0,08566;17797;1524;7,29
1846;74;0,08866;16273;1443;6,93
1846;75;0,09145;14830;1356;6,55
1846;76;0,10161;13474;1369;6,16
1846;77;0,11119;12105;1346;5,8
1846;78;0,12122;10759;1304;5,47
1846;79;0,11944;9455;1129;5,15
1846;80;0,14413;8325;1200;4,79
1846;81;0,15577;7125;1110;4,51
1846;82;0,16866;6016;1015;4,25
1846;83;0,18243;5001;912;4,01
1846;84;0,19617;4089;802;3,79
1846;85;0,20848;3287;685;3,59
1846;86;0,22005;2601;572;3,4
1846;87;0,23182;2029;470;3,22
1846;88;0,24439;1559;381;3,05
1846;89;0,25838;1178;304;2,87
1846;90;0,28166;873;246;2,7
1846;91;0,29754;627;187;2,56
1846;92;0,31359;441;138;2,43
1846;93;0,32973;303;100;2,31
1846;94;0,34588;203;70;2,2
1846;95;0,36198;133;48;2,1
1846;96;0,37794;85;32;2
1846;97;0,3937;53;21;1,92
1846;98;0,40919;32;13;1,84
1846;99;0,42433;19;8;1,77
1846;100;0,43909;11;5;1,7
1846;101;0,45339;6;3;1,64
1846;102;0,4672;3;2;1,58
1846;103;0,48049;2;1;1,53
1846;104;0,49322;1;0;1,48
1846;105;0,50537;0;0;1,44
1846;106;0,51693;0;0;1,4
1846;107;0,52789;0;0;1,37
1846;108;0,53825;0;0;1,34
1846;109;0,548;0;0;1,31
1846;110;1;0;0;1,29
1847;0;0,14713;1e+05;14713;35,82
1847;1;0,0816;85287;6959;40,93
1847;2;0,04835;78328;3787;43,53
1847;3;0,02989;74541;2228;44,71
1847;4;0,02226;72313;1609;45,08
1847;5;0,01579;70704;1117;45,09
1847;6;0,01384;69587;963;44,81
1847;7;0,01251;68624;859;44,43
1847;8;0,01231;67765;834;43,98
1847;9;0,01228;66931;822;43,53
1847;10;0,01109;66109;733;43,06
1847;11;0,01002;65375;655;42,54
1847;12;0,00929;64720;601;41,96
1847;13;0,00904;64119;580;41,35
1847;14;0,00932;63539;592;40,73
1847;15;0,00998;62947;628;40,1
1847;16;0,01067;62318;665;39,5
1847;17;0,01118;61654;689;38,92
1847;18;0,01151;60964;702;38,36
1847;19;0,01213;60262;731;37,8
1847;20;0,0121;59532;720;37,26
1847;21;0,01166;58811;686;36,71
1847;22;0,01141;58126;663;36,13
1847;23;0,01081;57462;621;35,55
1847;24;0,01033;56841;587;34,93
1847;25;0,00991;56254;557;34,29
1847;26;0,00989;55697;551;33,63
1847;27;0,01015;55146;560;32,96
1847;28;0,01068;54586;583;32,29
1847;29;0,0118;54003;637;31,63
1847;30;0,01167;53365;623;31,01
1847;31;0,01216;52743;642;30,37
1847;32;0,01352;52101;704;29,73
1847;33;0,01355;51397;696;29,13
1847;34;0,01413;50701;716;28,53
1847;35;0,01404;49984;702;27,93
1847;36;0,01369;49282;675;27,32
1847;37;0,01446;48608;703;26,69
1847;38;0,01506;47905;722;26,08
1847;39;0,01549;47183;731;25,47
1847;40;0,01487;46453;691;24,86
1847;41;0,01581;45762;724;24,23
1847;42;0,01812;45038;816;23,61
1847;43;0,01832;44222;810;23,04
1847;44;0,01869;43412;811;22,46
1847;45;0,01766;42601;752;21,87
1847;46;0,01674;41849;701;21,26
1847;47;0,0179;41148;736;20,61
1847;48;0,0192;40412;776;19,98
1847;49;0,01978;39636;784;19,36
1847;50;0,01873;38852;728;18,74
1847;51;0,02023;38125;771;18,09
1847;52;0,02456;37353;918;17,45
1847;53;0,02546;36436;928;16,88
1847;54;0,02602;35508;924;16,31
1847;55;0,02549;34584;881;15,73
1847;56;0,02554;33703;861;15,13
1847;57;0,02846;32842;935;14,51
1847;58;0,03184;31907;1016;13,92
1847;59;0,03467;30891;1071;13,36
1847;60;0,03271;29820;976;12,82
1847;61;0,03542;28845;1022;12,24
1847;62;0,04505;27823;1253;11,67
1847;63;0,04791;26570;1273;11,2
1847;64;0,04957;25297;1254;10,74
1847;65;0,04954;24043;1191;10,27
1847;66;0,05;22852;1143;9,78
1847;67;0,05526;21709;1200;9,27
